Date,Open,High,Low,Close,Adj Close,Volume
2015-09-14,66.985001,68.059502,66.985001,67.763199,67.763199,0
2015-09-15,67.485001,67.934998,66.513000,67.540001,67.540001,0
2015-09-16,66.639999,66.709999,64.887001,66.782501,66.782501,0
2015-09-17,65.345001,66.170998,64.754700,65.257698,65.257698,0
2015-09-18,65.434998,66.151001,65.000000,65.397499,65.397499,0
2015-09-21,66.324997,66.574997,65.640999,66.440002,66.440002,0
2015-09-22,66.050003,66.702202,65.864998,66.041000,66.041000,0
2015-09-23,66.088501,66.459999,65.442497,65.820000,65.820000,0
2015-09-24,66.349998,66.765999,66.026001,66.019997,66.019997,0
2015-09-25,66.125000,66.184998,65.299698,66.080002,66.080002,0
2015-09-28,65.425003,65.774498,65.179497,65.445000,65.445000,0
2015-09-29,66.099998,66.355698,65.390999,66.059196,66.059196,0
2015-09-30,65.800003,65.981003,64.887497,65.709999,65.709999,0
2015-10-01,65.209999,65.627998,64.766502,65.387497,65.387497,0
2015-10-02,65.551201,66.650497,65.519997,65.625702,65.625702,0
2015-10-05,66.105003,66.105003,64.488503,65.991997,65.991997,0
2015-10-06,64.724998,65.250999,63.417500,64.772202,64.772202,0
2015-10-07,63.290001,63.455002,61.870998,63.391499,63.391499,0
2015-10-08,62.775002,62.775002,61.942200,62.250000,62.250000,0
2015-10-09,61.325001,61.699001,60.674999,61.307499,61.307499,0
2015-10-12,61.400002,61.544998,60.889000,61.662498,61.662498,0
2015-10-13,62.000000,62.937000,61.998001,62.219200,62.219200,0
2015-10-14,62.799999,63.278500,62.549999,63.002499,63.002499,0
2015-10-15,62.244999,62.591702,61.841000,62.582500,62.582500,0
2015-10-16,60.939999,62.036999,60.549999,61.358002,61.358002,0
2015-10-19,61.299999,62.299500,60.849998,61.187500,61.187500,0
2015-10-20,61.492001,62.400002,61.492001,62.380001,62.380001,0
2015-10-21,62.064999,63.104900,61.855000,62.045200,62.045200,0
2015-10-22,63.150002,63.150002,62.367001,62.950001,62.950001,0
2015-10-23,62.474998,62.650002,61.667500,62.507500,62.507500,0
2015-10-26,62.014999,62.962002,61.900002,62.321701,62.321701,0
2015-10-27,62.292000,65.028503,62.292000,62.950001,62.950001,0
2015-10-28,64.975998,65.481499,63.441002,65.419998,65.419998,0
2015-10-29,63.424999,64.646004,63.375000,63.935001,63.935001,0
2015-10-30,64.300003,64.641502,63.703499,64.190002,64.190002,0
2015-11-02,64.114998,64.367996,63.450001,64.120003,64.120003,0
2015-11-03,63.595001,64.040001,62.591702,63.605000,63.605000,0
2015-11-04,62.275002,62.985001,62.228699,62.630001,62.630001,0
2015-11-05,63.250000,63.559502,63.042801,63.084999,63.084999,0
2015-11-06,63.340000,64.769501,62.791199,62.250000,62.250000,0
2015-11-09,64.209999,64.842003,64.074997,64.404999,64.404999,0
2015-11-10,64.559998,64.584999,64.085999,64.595001,64.595001,0
2015-11-11,64.370003,64.946999,64.070000,64.415001,64.415001,0
2015-11-12,65.199997,66.401497,65.074997,65.364998,65.364998,0
2015-11-13,66.400200,67.000000,66.050003,66.453499,66.453499,0
2015-11-16,67.000000,67.000000,65.748001,66.820000,66.820000,0
2015-11-17,65.375000,65.720001,65.150002,65.087502,65.087502,0
2015-11-18,64.972504,65.154999,64.560501,64.917503,64.917503,0
2015-11-19,64.349998,65.128502,64.334999,64.845001,64.845001,0
2015-11-20,64.595001,65.032501,64.521004,64.544998,64.544998,0
2015-11-23,64.569000,66.214500,64.415001,64.620003,64.620003,0
2015-11-24,66.324997,66.419502,65.428001,66.059998,66.059998,0
2015-11-25,65.514999,66.042999,64.902496,65.445000,65.445000,0
2015-11-26,65.488701,65.980003,65.403702,65.555000,65.555000,0
2015-11-27,65.724998,66.306000,65.724998,65.559998,65.559998,0
2015-11-30,66.632004,66.855003,65.734703,66.419998,66.419998,0
2015-12-01,66.254997,66.846001,66.052002,66.410004,66.410004,0
2015-12-02,66.569000,67.196999,66.556999,66.639999,66.639999,0
2015-12-03,67.535004,68.139000,67.514000,67.400002,67.400002,0
2015-12-04,67.655998,68.253998,67.219498,67.582497,67.582497,0
2015-12-07,68.559998,69.150002,68.350998,68.070000,68.070000,0
2015-12-08,66.171501,69.871002,66.171501,69.370003,69.370003,0
2015-12-09,69.235001,69.464203,68.716003,69.300003,69.300003,0
2015-12-10,66.171501,69.303001,66.171501,69.320000,69.320000,0
2015-12-11,69.181000,69.958000,69.044998,66.171501,66.171501,0
2015-12-14,66.171501,71.167999,66.171501,70.209999,70.209999,0
2015-12-15,70.366997,70.998001,69.968002,70.540001,70.540001,0
2015-12-16,70.139999,70.536003,69.931999,70.488503,70.488503,0
2015-12-17,70.568001,70.942001,70.273003,70.000000,70.000000,0
2015-12-18,71.059998,71.406998,70.654999,70.915001,70.915001,0
2015-12-21,71.309998,71.320000,71.004601,70.925003,70.925003,0
2015-12-22,71.085999,71.222000,70.970001,70.839996,70.839996,0
2015-12-23,71.057999,71.070999,70.016998,71.300003,71.300003,0
2015-12-24,69.600998,70.697998,69.191002,69.514999,69.514999,0
2015-12-25,69.600998,70.697998,69.191002,69.514999,69.514999,0
2015-12-28,70.444000,72.398003,70.444000,70.245003,70.245003,0
2015-12-29,72.263000,72.806999,71.848000,72.184998,72.184998,0
2015-12-30,72.722000,73.358002,72.486397,72.197502,72.197502,0
2015-12-31,73.815002,73.815002,73.410004,73.230003,73.230003,0
2016-01-01,73.815002,73.815002,73.400002,73.230003,73.230003,0
2016-01-04,72.945000,72.945000,72.945000,73.400002,73.400002,0
2016-01-05,73.135002,73.364998,73.135002,73.122498,73.122498,0
2016-01-06,74.027496,74.027496,74.027496,0.716200,0.716200,0
2016-01-07,75.489502,75.489502,74.684998,74.595001,74.595001,0
2016-01-08,75.489502,75.489502,74.089996,74.595001,74.595001,0
2016-01-11,75.975998,76.131897,75.052002,74.794998,74.794998,0
2016-01-12,76.901001,76.901001,75.873802,76.001999,76.001999,0
2016-01-13,76.633003,76.653999,75.733002,76.525002,76.525002,0
2016-01-14,76.741997,76.741997,76.156998,76.212997,76.212997,0
2016-01-15,76.557999,77.754997,76.399002,76.292999,76.292999,0
2016-01-18,78.310997,79.362198,78.310997,77.707001,77.707001,0
2016-01-19,78.760002,78.900002,78.068001,79.360001,79.360001,0
2016-01-20,79.359001,81.831802,79.188797,78.612503,78.612503,0
2016-01-21,82.063004,85.818001,82.063004,81.820000,81.820000,0
2016-01-22,80.612000,81.258003,77.937698,82.900002,82.900002,0
2016-01-25,76.704002,80.017998,76.704002,78.370003,78.370003,0
2016-01-26,81.537003,82.156998,78.331001,79.839996,79.839996,0
2016-01-27,78.460999,79.394997,77.780998,78.230003,78.230003,0
2016-01-28,77.707001,77.889999,75.478996,77.848999,77.848999,0
2016-01-29,75.366997,76.266998,74.593002,76.550003,76.550003,0
2016-02-01,75.792000,76.632004,75.436996,75.440002,75.440002,0
2016-02-02,78.011002,79.724998,77.708504,77.260002,77.260002,0
2016-02-03,79.556999,79.752998,77.873497,79.714996,79.714996,0
2016-02-04,75.892998,77.205002,75.522003,76.930000,76.930000,0
2016-02-05,77.000999,77.639999,76.382004,76.769997,76.769997,0
2016-02-08,76.651001,78.180000,76.391998,77.250000,77.250000,0
2016-02-09,78.884003,79.172600,78.066002,78.940002,78.940002,0
2016-02-10,79.388000,79.489998,77.647003,79.589996,79.589996,0
2016-02-11,78.945999,80.515999,78.682999,78.370003,78.370003,0
2016-02-12,79.361000,79.737999,78.585999,79.767502,79.767502,0
2016-02-15,77.559998,77.958000,76.875000,78.309998,78.309998,0
2016-02-16,76.222603,78.084000,75.854698,77.500000,77.500000,0
2016-02-17,78.078003,78.216003,75.352997,77.809998,77.809998,0
2016-02-18,75.157997,75.793999,74.946999,74.860001,74.860001,0
2016-02-19,76.328003,77.824997,76.024696,76.349998,76.349998,0
2016-02-22,77.000000,77.000000,75.330002,77.370003,77.370003,0
2016-02-23,77.000000,77.000000,75.099998,77.370003,77.370003,0
2016-02-24,76.492996,77.507004,76.022003,76.099998,76.099998,0
2016-02-25,76.141998,76.572998,75.572998,75.735001,75.735001,0
2016-02-26,75.349998,75.675003,74.469002,75.180000,75.180000,0
2016-02-29,75.613998,76.247002,75.032997,76.339996,76.339996,0
2016-03-01,74.237999,74.289001,73.536003,74.404999,74.404999,0
2016-03-02,73.133003,74.152000,73.133003,73.279999,73.279999,0
2016-03-03,73.426003,74.005997,73.084999,73.349998,73.349998,0
2016-03-04,72.730003,73.386002,72.176003,73.089996,73.089996,0
2016-03-07,72.730003,73.386002,71.870003,73.089996,73.089996,0
2016-03-08,72.730003,73.386002,71.870003,73.089996,73.089996,0
2016-03-09,72.123001,72.622002,70.709999,71.870003,71.870003,0
2016-03-10,71.175003,71.455002,69.917999,70.982002,70.982002,0
2016-03-11,70.722000,70.722000,69.452599,71.148003,71.148003,0
2016-03-14,70.042000,70.911003,69.845001,69.904999,69.904999,0
2016-03-15,69.949997,71.364998,69.949997,70.260002,70.260002,0
2016-03-16,70.849998,71.199997,70.217201,71.089996,71.089996,0
2016-03-17,68.941002,68.941002,68.030098,69.834999,69.834999,0
2016-03-18,67.936996,68.661003,67.237000,68.120003,68.120003,0
2016-03-21,68.810997,69.110001,67.492996,68.330002,68.330002,0
2016-03-22,67.900002,68.224998,67.277000,67.860001,67.860001,0
2016-03-23,67.710999,68.488998,67.412003,67.250000,67.250000,0
2016-03-24,68.903999,69.628998,68.649002,68.714996,68.714996,0
2016-03-25,68.496002,68.623001,67.806999,68.580002,68.580002,0
2016-03-28,67.802002,68.600998,67.573997,68.239998,68.239998,0
2016-03-29,68.855003,69.188004,68.435997,68.410004,68.410004,0
2016-03-30,67.817001,67.817001,67.207001,68.065002,68.065002,0
2016-03-31,67.878998,67.935997,66.705002,67.680000,67.680000,0
2016-04-01,66.845001,68.316002,66.845001,67.000000,67.000000,0
2016-04-04,68.222000,68.850998,67.739998,67.500000,67.500000,0
2016-04-05,68.973000,69.453003,68.592003,68.650002,68.650002,0
2016-04-06,68.595001,68.813004,67.801903,68.750000,68.750000,0
2016-04-07,67.485001,68.383003,67.485001,67.849998,67.849998,0
2016-04-08,67.830002,67.830002,66.902000,68.029999,68.029999,0
2016-04-11,66.900002,67.308998,66.391998,67.074997,67.074997,0
2016-04-12,66.449997,66.454201,65.598999,66.750000,66.750000,0
2016-04-13,65.967499,66.024902,65.235397,65.184998,65.184998,0
2016-04-14,66.209999,66.609100,65.753998,65.989998,65.989998,0
2016-04-15,66.162498,66.596001,65.865997,65.930000,65.930000,0
2016-04-18,68.244003,68.739502,66.074898,66.500000,66.500000,0
2016-04-19,65.570000,65.803001,65.419701,66.449997,66.449997,0
2016-04-20,66.348999,66.414001,65.396202,65.879997,65.879997,0
2016-04-21,64.698997,66.287300,64.639999,65.675003,65.675003,0
2016-04-22,66.177002,66.522499,65.543999,66.660004,66.660004,0
2016-04-25,66.355003,66.832001,65.867599,66.760002,66.760002,0
2016-04-26,66.649002,66.649002,65.754997,66.559998,66.559998,0
2016-04-27,65.183998,65.956001,64.954002,65.764999,65.764999,0
2016-04-28,65.195999,65.254997,64.315002,65.110001,65.110001,0
2016-04-29,64.372002,64.766998,63.987999,64.559998,64.559998,0
2016-05-02,64.372002,65.677498,63.987999,64.559998,64.559998,0
2016-05-03,64.372002,65.677498,63.987999,64.559998,64.559998,0
2016-05-04,66.545998,66.564003,65.732002,66.349998,66.349998,0
2016-05-05,66.057999,66.064003,65.217003,66.584000,66.584000,0
2016-05-06,66.130997,66.593002,65.541397,65.973999,65.973999,0
2016-05-09,65.860001,66.290001,65.860001,65.862000,65.862000,0
2016-05-10,66.559998,66.632599,66.070000,66.290001,66.290001,0
2016-05-11,66.280998,66.348999,64.857002,66.096001,66.096001,0
2016-05-12,64.921997,65.415802,64.555000,65.044998,65.044998,0
2016-05-13,65.074997,65.538002,64.751999,64.830002,64.830002,0
2016-05-16,64.750999,65.151001,64.586998,65.482002,65.482002,0
2016-05-17,64.504997,65.045998,64.362000,64.884003,64.884003,0
2016-05-18,64.939003,65.462997,64.850998,64.719002,64.719002,0
2016-05-19,66.103996,67.274200,65.988998,65.745003,65.745003,0
2016-05-20,66.475998,66.931999,66.261002,66.720001,66.720001,0
2016-05-23,66.800003,67.195999,66.800003,66.845001,66.845001,0
2016-05-24,67.067497,67.098000,66.494102,66.787003,66.787003,0
2016-05-25,65.899002,65.999001,65.329002,66.410004,66.410004,0
2016-05-26,64.985001,65.835999,64.985001,65.425003,65.425003,0
2016-05-27,65.764999,66.376999,65.764999,65.824997,65.824997,0
2016-05-30,66.102997,66.214996,65.796997,66.150002,66.150002,0
2016-05-31,65.732002,66.214996,65.732002,65.668999,65.668999,0
2016-06-01,66.721001,67.296997,66.503899,66.827003,66.827003,0
2016-06-02,66.912201,67.674004,66.609596,66.910004,66.910004,0
2016-06-03,66.738998,67.139999,65.768997,67.059998,67.059998,0
2016-06-06,65.639999,65.955002,65.096001,65.653999,65.653999,0
2016-06-07,65.317001,65.402000,64.707001,65.239998,65.239998,0
2016-06-08,64.531998,64.780899,63.487999,64.620003,64.620003,0
2016-06-09,63.549000,64.450996,63.386002,63.718899,63.718899,0
2016-06-10,64.719002,64.890999,64.098000,64.195999,64.195999,0
2016-06-13,65.050003,65.669998,65.050003,65.302002,65.302002,0
2016-06-14,65.765198,66.279999,65.746002,65.684998,65.684998,0
2016-06-15,65.945000,66.033997,65.285004,66.059998,66.059998,0
2016-06-16,65.773003,66.073997,65.623001,65.252998,65.252998,0
2016-06-17,65.469002,65.503998,64.748001,65.574997,65.574997,0
2016-06-20,64.405998,64.405998,63.740002,64.750000,64.750000,0
2016-06-21,64.241997,64.456001,63.804001,64.264999,64.264999,0
2016-06-22,63.511002,64.444000,63.511002,63.936001,63.936001,0
2016-06-23,64.681000,64.681000,63.917999,64.768997,64.768997,0
2016-06-24,65.725998,65.805000,64.699997,63.764999,63.764999,0
2016-06-27,65.099998,65.538002,64.811996,65.287498,65.287498,0
2016-06-28,64.872002,64.935997,64.378998,65.400002,65.400002,0
2016-06-29,64.049004,64.434998,63.618999,64.040001,64.040001,0
2016-06-30,63.981998,64.396004,63.820999,63.814999,63.814999,0
2016-07-01,64.003998,64.241997,63.820999,63.959999,63.959999,0
2016-07-04,63.717999,63.981998,63.519001,63.790001,63.790001,0
2016-07-05,64.259003,64.653000,64.091003,63.830002,63.830002,0
2016-07-06,64.689003,64.791000,64.416000,64.434998,64.434998,0
2016-07-07,64.178001,64.202003,63.730999,64.264999,64.264999,0
2016-07-08,64.456001,64.466003,63.702000,64.679001,64.679001,0
2016-07-11,64.099998,64.286003,63.834999,63.834999,63.834999,0
2016-07-12,63.825001,64.028000,63.755001,64.180000,64.180000,0
2016-07-13,63.994999,64.037003,63.676998,63.799999,63.799999,0
2016-07-14,63.712002,63.759998,62.749001,63.849998,63.849998,0
2016-07-15,63.025002,63.462002,63.013000,62.887501,62.887501,0
2016-07-18,63.363998,63.363998,62.869999,63.340000,63.340000,0
2016-07-19,62.944000,63.464001,62.814999,62.812000,62.812000,0
2016-07-20,63.596001,63.839001,63.139000,63.627998,63.627998,0
2016-07-21,63.660000,64.164001,63.611000,63.799999,63.799999,0
2016-07-22,64.169998,64.874001,64.169998,64.367996,64.367996,0
2016-07-25,64.859001,65.424004,64.790001,64.815002,64.815002,0
2016-07-26,65.488998,66.528000,65.488998,65.435997,65.435997,0
2016-07-27,66.071999,66.362999,65.699997,65.800003,65.800003,0
2016-07-28,66.057999,66.705002,66.028000,65.797501,65.797501,0
2016-07-29,66.589996,67.136002,65.894997,66.583000,66.583000,0
2016-08-01,65.752998,66.568001,65.752998,65.987503,65.987503,0
2016-08-02,66.793999,66.991997,65.998001,66.930000,66.930000,0
2016-08-03,66.809998,66.994003,66.339996,66.709999,66.709999,0
2016-08-04,66.388000,66.515999,65.939003,66.199997,66.199997,0
2016-08-05,65.702003,65.829002,64.976997,65.709999,65.709999,0
2016-08-08,65.352997,65.352997,64.482002,65.546997,65.546997,0
2016-08-09,64.814003,65.084000,64.498001,64.599998,64.599998,0
2016-08-10,64.884003,64.889999,64.157997,64.760002,64.760002,0
2016-08-11,64.995003,65.008003,64.413002,64.900002,64.900002,0
2016-08-12,64.211998,64.934998,64.097000,64.349998,64.349998,0
2016-08-15,64.361397,64.642998,63.928398,64.360802,64.360802,0
2016-08-16,64.010201,64.174500,63.514999,64.007698,64.007698,0
2016-08-17,63.834900,64.306000,63.809399,63.834900,63.834900,0
2016-08-18,63.838799,64.162003,63.373699,63.839199,63.839199,0
2016-08-19,63.641800,64.094002,63.575699,63.641102,63.641102,0
2016-08-22,63.750000,64.719299,63.750000,63.750000,63.750000,0
2016-08-23,64.771500,64.897400,64.257202,64.771500,64.771500,0
2016-08-24,64.480598,65.275101,64.308800,64.592400,64.592400,0
2016-08-25,65.083199,65.169998,64.577599,65.085800,65.085800,0
2016-08-26,64.812698,64.937500,64.226402,64.808800,64.808800,0
2016-08-29,64.724403,65.130402,64.555298,64.712601,64.712601,0
2016-08-30,64.618599,65.298599,64.618599,64.618599,64.618599,0
2016-08-31,65.309799,65.414497,65.100098,65.309700,65.309700,0
2016-09-01,65.280701,65.945000,65.141403,65.280701,65.280701,0
2016-09-02,65.853996,65.917000,65.002998,65.853996,65.853996,0
2016-09-05,65.198097,65.198097,64.484703,65.198097,65.198097,0
2016-09-06,64.723099,64.914497,64.470596,64.830002,64.830002,0
2016-09-07,64.426804,64.555099,64.236298,64.426697,64.426697,0
2016-09-08,64.185303,64.405800,63.546600,64.185204,64.185204,0
2016-09-09,63.989399,64.922302,63.905300,63.991600,63.991600,0
2016-09-12,64.550598,65.267303,64.033600,64.550499,64.550499,0
2016-09-13,64.719299,65.199898,64.574501,64.694199,64.694199,0
2016-09-14,65.352501,65.352501,64.667900,65.365097,65.365097,0
2016-09-15,65.144600,65.528900,64.692101,65.144402,65.144402,0
2016-09-16,64.482903,65.184196,64.481796,64.482903,64.482903,0
2016-09-19,65.041496,65.729897,64.365303,65.041496,65.041496,0
2016-09-20,64.591301,64.978699,64.555000,64.590103,64.590103,0
2016-09-21,64.721603,64.942802,64.137398,64.721497,64.721497,0
2016-09-22,64.000000,64.057503,63.481602,63.891201,63.891201,0
2016-09-23,63.636501,63.898399,63.355099,63.636600,63.636600,0
2016-09-26,64.025803,64.255898,63.549999,64.026703,64.026703,0
2016-09-27,63.856300,64.018799,63.543400,63.854099,63.854099,0
2016-09-28,63.887402,64.049599,63.677502,63.885502,63.885502,0
2016-09-29,63.065399,63.330002,62.856499,63.065201,63.065201,0
2016-09-30,63.055199,63.464500,62.681599,63.080002,63.080002,0
2016-10-03,62.871899,62.938801,62.126301,62.871899,62.871899,0
2016-10-04,62.287899,62.605999,62.286999,62.288101,62.288101,0
2016-10-05,62.687500,62.845001,62.277802,62.687500,62.687500,0
2016-10-06,62.274200,62.423901,62.120098,62.274101,62.274101,0
2016-10-07,62.101002,62.483799,61.950001,62.101601,62.101601,0
2016-10-10,62.084801,62.474800,61.835499,62.080399,62.080399,0
2016-10-11,62.021301,62.827202,62.021198,62.021301,62.021301,0
2016-10-12,62.662102,63.108200,62.462399,62.662102,62.662102,0
2016-10-13,63.502998,63.507500,62.936001,63.503101,63.503101,0
2016-10-14,63.009701,63.033001,62.790501,63.009602,63.009602,0
2016-10-17,62.776699,63.203899,62.725700,62.776699,62.776699,0
2016-10-18,63.066101,63.070702,62.752102,63.066399,63.066399,0
2016-10-19,62.731800,62.900902,62.179100,62.731800,62.731800,0
2016-10-20,62.262100,62.466900,62.135399,62.258598,62.258598,0
2016-10-21,62.375301,62.539101,62.249001,62.375801,62.375801,0
2016-10-24,62.285000,62.597500,62.099499,62.285000,62.285000,0
2016-10-25,62.185799,62.237301,61.970501,62.186901,62.186901,0
2016-10-26,62.411900,64.220398,61.939899,62.411999,62.411999,0
2016-10-27,62.770401,63.182999,62.581600,62.770401,62.770401,0
2016-10-28,62.678200,63.463402,62.574699,62.678200,62.678200,0
2016-10-31,63.041801,63.402401,62.820599,63.041901,63.041901,0
2016-11-01,63.268200,63.277802,62.909000,63.268200,63.268200,0
2016-11-02,63.300098,63.764999,63.299599,63.323898,63.323898,0
2016-11-03,63.536598,63.743198,63.300400,63.536598,63.536598,0
2016-11-04,63.561401,64.441704,63.561401,63.561401,63.561401,0
2016-11-07,64.360100,64.360100,63.645699,64.360100,64.360100,0
2016-11-08,63.597900,63.816101,63.597900,63.597900,63.597900,0
2016-11-09,63.742401,64.677498,63.212898,63.742401,63.742401,0
2016-11-10,63.629101,64.956001,63.249901,63.598598,63.598598,0
2016-11-11,65.557602,66.071999,64.997803,65.557602,65.557602,0
2016-11-14,65.729698,66.466797,65.694000,65.753304,65.753304,0
2016-11-15,66.147003,66.214600,64.542503,66.147003,66.147003,0
2016-11-16,64.455399,65.537003,63.882599,64.455399,64.455399,0
2016-11-17,64.474899,65.064301,64.297096,64.474899,64.474899,0
2016-11-18,64.833099,65.278503,64.487000,64.833099,64.833099,0
2016-11-21,64.947502,64.947502,63.848400,64.857803,64.857803,0
2016-11-22,63.952202,64.085701,63.457500,63.952202,63.952202,0
2016-11-23,63.709301,64.796097,63.681499,63.711300,63.711300,0
2016-11-24,64.297798,64.739899,64.267799,64.297798,64.297798,0
2016-11-25,64.499702,65.133102,64.289398,64.499702,64.499702,0
2016-11-28,64.881203,65.159500,64.529297,64.881203,64.881203,0
2016-11-29,64.782898,65.438698,64.782898,64.782898,64.782898,0
2016-11-30,65.135002,65.347702,63.946201,65.135002,65.135002,0
2016-12-01,64.071297,64.150002,63.473701,64.071297,64.071297,0
2016-12-02,63.900002,64.308701,63.732300,63.900002,63.900002,0
2016-12-05,63.815102,64.028999,63.492802,63.815102,63.815102,0
2016-12-06,63.781399,63.964298,63.569099,63.781502,63.781502,0
2016-12-07,63.812302,63.966301,63.545101,63.812302,63.812302,0
2016-12-08,63.265999,63.469501,63.233398,63.266102,63.266102,0
2016-12-09,63.261799,63.345299,62.625500,63.261799,63.261799,0
2016-12-12,62.480301,62.480301,60.961899,62.480301,62.480301,0
2016-12-13,60.965000,61.270699,60.621700,60.965000,60.965000,0
2016-12-14,60.527500,61.236000,60.527500,60.527500,60.527500,0
2016-12-15,61.860001,62.044800,61.338200,61.860001,61.860001,0
2016-12-16,61.750000,61.981998,61.437302,61.750000,61.750000,0
2016-12-19,62.116199,62.116199,61.659500,62.116199,62.116199,0
2016-12-20,61.900002,61.979698,61.338501,61.900002,61.900002,0
2016-12-21,61.398701,61.398701,60.862801,61.398701,61.398701,0
2016-12-22,61.139999,61.139999,60.663700,61.139999,61.139999,0
2016-12-23,60.900002,61.347900,60.739601,60.966900,60.966900,0
2016-12-26,61.022499,61.052200,60.756100,61.022499,61.022499,0
2016-12-27,60.931400,60.931400,60.563099,60.931400,60.931400,0
2016-12-28,60.605000,60.707298,60.361900,60.605000,60.605000,0
